Month,Day,Hour,Grid_Price,Aggregator_Price,Household_Demand,SoC,Car_Available
3,26,22,0.22,0.2,22.94,,1
3,26,23,0.18,0.17,23.47,,1
3,27,0,0.15,0.14,0.0,,1
3,27,1,0.16,0.14,0.0,,0
3,27,2,0.23,0.21,0.0,0.7407,1
3,27,3,0.25,0.23,0.0,,0
3,27,4,0.21,0.2,0.0,,0
3,27,5,0.22,0.19,0.0,0.7029,1
3,27,6,0.21,0.19,23.82,,0
3,27,7,0.35,0.31,0.0,,0
3,27,8,0.42,0.31,23.8,,0
3,27,9,0.43,0.3,0.0,,0
3,27,10,0.28,0.23,0.0,,0
3,27,11,0.3,0.25,0.0,,0
3,27,12,0.3,0.24,0.0,,0
3,27,13,0.31,0.24,10.85,0.4442,1
3,27,14,0.3,0.23,9.0,,0
3,27,15,0.3,0.21,0.0,,0
3,27,16,0.32,0.24,0.0,,0
3,27,17,0.32,0.26,15.11,,0
3,27,18,0.46,0.4,5.64,0.8123,1
3,27,19,0.46,0.42,6.6,,0
3,27,20,0.49,0.46,7.38,0.4776,1
3,27,21,0.38,0.32,21.03,,1
3,27,22,0.22,0.2,21.9,,1
3,27,23,0.25,0.23,5.44,,1
3,28,0,0.24,0.22,0.0,,1
3,28,1,0.23,0.21,0.0,,1
3,28,2,0.24,0.22,0.0,,0
3,28,3,0.18,0.16,0.0,0.6682,1
3,28,4,0.22,0.2,9.8,,1
3,28,5,0.23,0.2,0.0,,1
3,28,6,0.17,0.15,23.3,,1
3,28,7,0.41,0.37,5.27,,1
3,28,8,0.39,0.3,11.19,,0
3,28,9,0.36,0.27,0.0,,0
3,28,10,0.25,0.18,0.0,,0
3,28,11,0.31,0.22,0.0,,0
3,28,12,0.29,0.24,0.0,0.5459,1
3,28,13,0.3,0.22,0.0,,1
3,28,14,0.32,0.25,0.0,,0
3,28,15,0.34,0.24,0.0,,0
3,28,16,0.29,0.22,0.0,0.7025,1
3,28,17,0.33,0.25,13.1,,0
3,28,18,0.37,0.35,15.62,0.3831,1
3,28,19,0.48,0.42,18.63,,1
3,28,20,0.48,0.41,11.82,,1
3,28,21,0.4,0.36,6.63,,0
3,28,22,0.15,0.14,24.22,0.289,1
3,28,23,0.23,0.2,24.7,,0
3,29,0,0.18,0.16,0.0,,0
3,29,1,0.15,0.13,0.0,0.2582,1
3,29,2,0.17,0.16,0.0,,0
3,29,3,0.15,0.14,0.0,,0
3,29,4,0.2,0.17,0.0,,0
3,29,5,0.19,0.18,0.0,,0
3,29,6,0.15,0.13,16.89,0.9243,1
3,29,7,0.44,0.4,14.38,,1
3,29,8,0.43,0.36,0.0,,0
3,29,9,0.38,0.27,0.0,,0
3,29,10,0.34,0.26,0.0,,0
3,29,11,0.29,0.24,9.33,,0
3,29,12,0.28,0.2,0.0,,0
3,29,13,0.29,0.24,0.0,,0
3,29,14,0.28,0.22,0.0,,0
3,29,15,0.29,0.24,0.0,0.566,1
3,29,16,0.3,0.24,0.0,,0
3,29,17,0.28,0.22,13.04,,0
3,29,18,0.4,0.38,0.0,0.57,1
3,29,19,0.36,0.31,16.77,,0
3,29,20,0.45,0.42,21.43,,0
3,29,21,0.39,0.37,18.77,0.437,1
3,29,22,0.21,0.18,19.74,,1
3,29,23,0.2,0.18,6.48,,1
3,30,0,0.18,0.16,0.0,,1
3,30,1,0.2,0.17,0.0,,1
3,30,2,0.22,0.19,0.0,,1
3,30,3,0.16,0.15,4.54,,1
3,30,4,0.21,0.19,0.0,,0
3,30,5,0.21,0.18,0.0,0.2684,1
3,30,6,0.18,0.17,13.13,,1
3,30,7,0.46,0.44,6.71,,1
3,30,8,0.39,0.31,15.39,,0
3,30,9,0.42,0.35,0.0,0.6872,1
3,30,10,0.31,0.26,0.0,,0
3,30,11,0.32,0.26,0.0,,0
3,30,12,0.3,0.22,0.0,,0
3,30,13,0.33,0.26,0.0,,0
3,30,14,0.29,0.21,0.0,,0
3,30,15,0.26,0.21,3.39,,0
3,30,16,0.29,0.24,0.0,,0
3,30,17,0.3,0.25,10.47,0.8294,1
3,30,18,0.42,0.37,17.32,,1
3,30,19,0.49,0.44,17.32,,1
3,30,20,0.49,0.46,6.03,,0
3,30,21,0.39,0.36,23.68,,0
3,30,22,0.22,0.2,11.83,0.5884,1
3,30,23,0.2,0.17,22.11,,1
3,31,0,0.25,0.22,23.59,,1
3,31,1,0.21,0.18,22.46,,0
3,31,2,0.24,0.23,6.15,0.2834,1
3,31,3,0.25,0.21,24.21,,1
3,31,4,0.2,0.18,15.13,,1
3,31,5,0.22,0.2,29.74,,1
3,31,6,0.2,0.17,16.03,,1
3,31,7,0.47,0.4,21.5,,1
3,31,8,0.37,0.3,22.81,,0
3,31,9,0.46,0.38,28.78,,0
3,31,10,0.3,0.23,29.7,,0
3,31,11,0.32,0.26,17.8,,0
3,31,12,0.28,0.23,21.43,0.8197,1
3,31,13,0.34,0.28,18.18,,0
3,31,14,0.27,0.22,17.52,0.7692,1
3,31,15,0.35,0.26,17.7,,0
3,31,16,0.31,0.22,27.37,,0
3,31,17,0.31,0.26,24.85,,0
3,31,18,0.38,0.35,18.51,0.4589,1
3,31,19,0.43,0.37,28.8,,0
3,31,20,0.47,0.42,23.39,0.3872,1
3,31,21,0.39,0.35,20.01,,1
3,31,22,0.2,0.18,19.56,,1
3,31,23,0.2,0.18,29.35,,1
4,1,0,0.25,0.22,0.0,,1
4,1,1,0.19,0.17,0.0,,1
4,1,2,0.19,0.17,0.0,,1
4,1,3,0.24,0.21,0.0,,1
4,1,4,0.19,0.17,0.0,,0
4,1,5,0.22,0.21,0.0,0.5493,1
4,1,6,0.24,0.21,0.0,,1
4,1,7,0.44,0.4,10.73,,0
4,1,8,0.45,0.38,18.14,0.4152,1
4,1,9,0.38,0.29,7.82,,0
4,1,10,0.32,0.26,0.0,,0
4,1,11,0.26,0.19,0.0,,0
4,1,12,0.28,0.23,0.0,0.2853,1
4,1,13,0.34,0.25,0.0,,0
4,1,14,0.34,0.29,0.0,,0
4,1,15,0.3,0.25,2.34,,0
4,1,16,0.25,0.2,0.0,,0
4,1,17,0.35,0.27,21.63,,0
4,1,18,0.44,0.41,9.51,0.3941,1
4,1,19,0.48,0.43,21.21,,1
4,1,20,0.49,0.43,21.74,,0
4,1,21,0.44,0.4,17.85,,0
4,1,22,0.17,0.15,13.46,0.6716,1
4,1,23,0.15,0.13,17.74,,1
4,2,0,0.21,0.19,17.62,,0
4,2,1,0.22,0.19,22.92,0.5574,1
4,2,2,0.19,0.17,21.45,,1
4,2,3,0.21,0.18,16.94,,0
4,2,4,0.22,0.2,18.2,0.7086,1
4,2,5,0.2,0.17,0.0,,1
4,2,6,0.17,0.16,29.43,,1
4,2,7,0.43,0.37,20.9,,1
4,2,8,0.41,0.3,22.16,,0
4,2,9,0.41,0.3,29.64,,0
4,2,10,0.32,0.24,28.57,,0
4,2,11,0.26,0.2,27.75,0.23,1
4,2,12,0.31,0.23,20.78,,0
4,2,13,0.34,0.24,23.96,0.6044,1
4,2,14,0.31,0.24,0.0,,0
4,2,15,0.29,0.21,26.39,,0
4,2,16,0.27,0.19,26.77,,0
4,2,17,0.35,0.3,18.27,,0
4,2,18,0.44,0.41,22.56,0.8583,1
4,2,19,0.48,0.42,23.51,,0
4,2,20,0.46,0.39,28.96,0.4802,1
4,2,21,0.48,0.43,23.9,,1
4,2,22,0.17,0.16,20.0,,0
4,2,23,0.18,0.16,7.27,,0
4,3,0,0.23,0.2,25.73,0.6303,1
4,3,1,0.15,0.14,0.0,,1
4,3,2,0.23,0.2,0.0,,0
4,3,3,0.17,0.15,15.81,0.3317,1
4,3,4,0.19,0.18,23.47,,1
4,3,5,0.19,0.17,0.0,,1
4,3,6,0.25,0.22,16.96,,1
4,3,7,0.43,0.39,27.79,,1
4,3,8,0.45,0.37,17.11,,0
4,3,9,0.43,0.36,0.0,,0
4,3,10,0.26,0.2,28.48,0.4355,1
4,3,11,0.27,0.22,16.04,,1
4,3,12,0.25,0.2,25.96,,0
4,3,13,0.33,0.24,21.26,,0
4,3,14,0.26,0.22,23.01,,0
4,3,15,0.32,0.23,18.97,,0
4,3,16,0.34,0.27,0.0,,0
4,3,17,0.3,0.25,22.3,,0
4,3,18,0.38,0.33,16.71,0.5581,1
4,3,19,0.46,0.43,20.96,,1
4,3,20,0.48,0.44,24.82,,1
4,3,21,0.45,0.42,28.8,,1
4,3,22,0.17,0.15,0.0,,1
4,3,23,0.19,0.17,21.55,,1
4,4,0,0.15,0.14,2.88,,0
4,4,1,0.25,0.21,0.0,0.666,1
4,4,2,0.17,0.15,0.0,,0
4,4,3,0.22,0.19,0.0,0.4406,1
4,4,4,0.18,0.16,0.0,,1
4,4,5,0.25,0.23,0.0,,0
4,4,6,0.18,0.16,15.66,0.263,1
4,4,7,0.47,0.43,16.1,,1
4,4,8,0.5,0.41,14.94,,0
4,4,9,0.39,0.31,0.0,0.7018,1
4,4,10,0.26,0.18,0.0,,1
4,4,11,0.32,0.23,0.0,,0
4,4,12,0.29,0.23,2.8,,0
4,4,13,0.26,0.21,0.0,0.2802,1
4,4,14,0.32,0.23,0.0,,1
4,4,15,0.28,0.21,0.0,,0
4,4,16,0.34,0.25,10.19,,0
4,4,17,0.28,0.2,23.98,0.4052,1
4,4,18,0.44,0.39,23.03,,1
4,4,19,0.36,0.32,14.48,,1
4,4,20,0.49,0.43,7.62,,1
4,4,21,0.43,0.38,8.6,,1
4,4,22,0.16,0.15,13.98,,0
4,4,23,0.22,0.2,21.8,,0
4,5,0,0.21,0.18,0.0,0.1688,1
4,5,1,0.17,0.15,12.0,,1
4,5,2,0.16,0.14,0.0,,1
4,5,3,0.24,0.22,0.0,,0
4,5,4,0.2,0.19,0.0,0.2809,1
4,5,5,0.19,0.17,0.0,,0
4,5,6,0.15,0.13,5.06,0.3006,1
4,5,7,0.5,0.47,18.21,,1
4,5,8,0.43,0.35,17.52,,0
4,5,9,0.37,0.27,0.0,,0
4,5,10,0.26,0.19,0.0,,0
4,5,11,0.29,0.24,0.0,,0
4,5,12,0.33,0.25,0.0,0.6417,1
4,5,13,0.3,0.21,0.0,,0
4,5,14,0.27,0.22,0.0,,0
4,5,15,0.28,0.23,0.0,,0
4,5,16,0.31,0.23,0.0,,0
4,5,17,0.33,0.25,0.0,,0
4,5,18,0.37,0.32,17.34,,0
4,5,19,0.44,0.38,18.78,0.3875,1
4,5,20,0.49,0.44,0.0,,1
4,5,21,0.39,0.35,22.07,,0
4,5,22,0.15,0.13,16.41,0.6544,1
4,5,23,0.16,0.14,24.33,,1
4,6,0,0.21,0.19,0.0,,0
4,6,1,0.2,0.17,0.0,,0
4,6,2,0.23,0.2,0.0,0.2459,1
4,6,3,0.19,0.17,0.0,,1
4,6,4,0.17,0.15,8.72,,1
4,6,5,0.21,0.19,0.0,,1
4,6,6,0.17,0.16,5.16,,1
4,6,7,0.49,0.46,24.27,,1
4,6,8,0.46,0.36,9.75,,0
4,6,9,0.37,0.31,0.0,,0
4,6,10,0.29,0.22,0.0,,0
4,6,11,0.33,0.24,0.0,,0
4,6,12,0.25,0.18,0.0,,0
4,6,13,0.32,0.24,0.0,0.349,1
4,6,14,0.32,0.24,10.67,,0
4,6,15,0.29,0.21,0.0,,0
4,6,16,0.29,0.21,0.0,0.6386,1
4,6,17,0.35,0.27,14.22,,0
4,6,18,0.47,0.45,12.8,0.4872,1
4,6,19,0.45,0.41,6.63,,1
4,6,20,0.43,0.37,10.69,,0
4,6,21,0.45,0.38,12.97,,0
4,6,22,0.15,0.14,21.53,,0
4,6,23,0.17,0.15,19.41,0.4392,1
4,7,0,0.21,0.2,7.61,,1
4,7,1,0.2,0.18,0.0,,1
4,7,2,0.21,0.19,0.0,,1
4,7,3,0.24,0.21,0.0,,1
4,7,4,0.16,0.15,0.0,,0
4,7,5,0.22,0.21,0.0,0.6477,1
4,7,6,0.15,0.14,14.65,,1
4,7,7,0.44,0.42,23.08,,0
4,7,8,0.44,0.32,23.14,,0
4,7,9,0.45,0.35,0.0,,0
4,7,10,0.29,0.21,11.69,,0
4,7,11,0.27,0.19,0.0,,0
4,7,12,0.3,0.22,0.0,,0
4,7,13,0.28,0.23,0.0,,0
4,7,14,0.33,0.24,6.48,,0
4,7,15,0.26,0.19,9.42,,0
4,7,16,0.29,0.21,0.0,,0
4,7,17,0.29,0.23,20.53,,0
4,7,18,0.46,0.42,16.01,,0
4,7,19,0.38,0.33,12.26,,0
4,7,20,0.49,0.43,23.79,,0
4,7,21,0.48,0.45,7.96,0.1758,1
4,7,22,0.25,0.22,13.81,,1
4,7,23,0.2,0.19,8.25,,1
4,8,0,0.25,0.21,0.0,,0
4,8,1,0.15,0.13,0.0,0.8545,1
4,8,2,0.2,0.18,0.0,,0
4,8,3,0.2,0.18,0.0,0.3758,1
4,8,4,0.24,0.22,0.0,,1
4,8,5,0.2,0.17,0.0,,1
4,8,6,0.15,0.14,20.67,,0
4,8,7,0.35,0.32,18.67,0.6236,1
4,8,8,0.4,0.33,7.82,,0
4,8,9,0.41,0.29,7.02,,0
4,8,10,0.27,0.19,0.0,,0
4,8,11,0.3,0.22,0.0,,0
4,8,12,0.25,0.18,0.0,,0
4,8,13,0.32,0.24,8.25,0.5804,1
4,8,14,0.29,0.23,8.83,,0
4,8,15,0.33,0.25,0.0,,0
4,8,16,0.28,0.23,0.0,,0
4,8,17,0.28,0.22,16.74,,0
4,8,18,0.41,0.36,13.09,,0
4,8,19,0.46,0.41,24.77,,0
4,8,20,0.46,0.43,10.31,0.4194,1
4,8,21,0.47,0.4,14.57,,0
4,8,22,0.21,0.2,5.91,0.8202,1
4,8,23,0.24,0.22,23.91,,1
4,9,0,0.17,0.16,0.0,,0
4,9,1,0.2,0.17,0.0,0.6604,1
4,9,2,0.17,0.15,0.0,,1
4,9,3,0.21,0.19,0.0,,1
4,9,4,0.18,0.16,0.0,,0
4,9,5,0.2,0.17,0.0,0.2063,1
4,9,6,0.19,0.17,8.63,,1
4,9,7,0.4,0.35,7.64,,0
4,9,8,0.44,0.32,19.29,0.2364,1
4,9,9,0.35,0.29,0.0,,1
4,9,10,0.29,0.21,0.0,,0
4,9,11,0.28,0.21,0.0,,0
4,9,12,0.34,0.29,0.0,,0
4,9,13,0.25,0.2,2.08,0.2623,1
4,9,14,0.27,0.23,0.0,,0
4,9,15,0.33,0.23,3.37,,0
4,9,16,0.35,0.26,0.0,,0
4,9,17,0.28,0.2,16.25,,0
4,9,18,0.49,0.44,5.06,0.5139,1
4,9,19,0.48,0.45,20.4,,1
4,9,20,0.41,0.36,6.3,,1
4,9,21,0.39,0.36,14.85,,0
4,9,22,0.25,0.22,16.64,0.3362,1
4,9,23,0.17,0.15,11.77,,1
4,10,0,0.24,0.21,0.0,,1
4,10,1,0.24,0.22,0.0,,0
4,10,2,0.21,0.19,0.0,0.6624,1
4,10,3,0.15,0.14,0.0,,1
4,10,4,0.17,0.16,0.0,,1
4,10,5,0.22,0.19,0.0,,0
4,10,6,0.15,0.13,22.9,0.6465,1
4,10,7,0.41,0.37,24.74,,1
4,10,8,0.49,0.38,19.21,,0
4,10,9,0.44,0.37,0.0,,0
4,10,10,0.33,0.27,0.0,,0
4,10,11,0.32,0.25,0.0,0.2153,1
4,10,12,0.27,0.21,0.0,,1
4,10,13,0.25,0.21,0.0,,1
4,10,14,0.26,0.21,9.98,,1
4,10,15,0.33,0.26,11.94,,0
4,10,16,0.31,0.22,0.0,,0
4,10,17,0.34,0.24,22.96,,0
4,10,18,0.49,0.42,7.38,,0
4,10,19,0.4,0.35,11.59,,0
4,10,20,0.37,0.35,19.32,0.3781,1
4,10,21,0.4,0.37,22.87,,0
4,10,22,0.2,0.19,6.63,0.9408,1
4,10,23,0.24,0.23,22.47,,1
4,11,0,0.21,0.19,0.0,,0
4,11,1,0.18,0.16,0.0,0.855,1
4,11,2,0.18,0.15,0.0,,1
4,11,3,0.23,0.21,0.0,,0
4,11,4,0.18,0.17,0.0,0.5238,1
4,11,5,0.24,0.23,0.0,,0
4,11,6,0.22,0.21,24.61,0.6841,1
4,11,7,0.41,0.38,19.86,,1
4,11,8,0.37,0.27,22.28,,1
4,11,9,0.39,0.29,0.0,,1
4,11,10,0.34,0.24,0.0,,0
4,11,11,0.29,0.24,0.0,,0
4,11,12,0.34,0.25,0.0,,0
4,11,13,0.3,0.23,0.0,,0
4,11,14,0.3,0.22,0.0,,0
4,11,15,0.3,0.24,0.0,,0
4,11,16,0.34,0.27,0.0,,0
4,11,17,0.3,0.23,13.19,0.6313,1
4,11,18,0.44,0.38,21.07,,1
4,11,19,0.49,0.45,15.31,,1
4,11,20,0.49,0.42,20.8,,1
4,11,21,0.46,0.44,9.86,,0
4,11,22,0.17,0.15,23.75,,0
4,11,23,0.19,0.17,24.96,0.259,1
4,12,0,0.17,0.16,0.0,,1
4,12,1,0.23,0.2,0.0,,0
4,12,2,0.23,0.2,0.0,,0
4,12,3,0.22,0.21,0.0,,0
4,12,4,0.22,0.2,0.0,0.6912,1
4,12,5,0.16,0.14,0.0,,1
4,12,6,0.22,0.2,22.51,,1
4,12,7,0.39,0.36,11.74,,1
4,12,8,0.41,0.33,22.04,,0
4,12,9,0.46,0.35,11.92,,0
4,12,10,0.35,0.29,0.0,,0
4,12,11,0.3,0.22,2.51,,0
4,12,12,0.3,0.24,0.0,,0
4,12,13,0.34,0.28,0.0,,0
4,12,14,0.25,0.2,0.0,0.6267,1
4,12,15,0.26,0.2,0.0,,0
4,12,16,0.29,0.24,0.0,,0
4,12,17,0.27,0.23,17.51,,0
4,12,18,0.42,0.38,23.4,,0
4,12,19,0.36,0.34,8.13,,0
4,12,20,0.49,0.42,8.07,0.8747,1
4,12,21,0.38,0.34,5.4,,0
4,12,22,0.23,0.2,10.94,0.7545,1
4,12,23,0.19,0.17,24.73,,1
4,13,0,0.16,0.14,0.0,,1
4,13,1,0.2,0.18,11.01,,1
4,13,2,0.15,0.14,3.88,,0
4,13,3,0.24,0.22,0.0,,0
4,13,4,0.21,0.19,0.0,,0
4,13,5,0.21,0.18,0.0,,0
4,13,6,0.25,0.22,16.66,,0
4,13,7,0.37,0.33,0.0,0.7191,1
4,13,8,0.41,0.31,5.1,,0
4,13,9,0.46,0.38,0.0,0.2013,1
4,13,10,0.31,0.25,0.0,,0
4,13,11,0.26,0.19,0.0,,0
4,13,12,0.34,0.26,0.0,,0
4,13,13,0.34,0.27,0.0,0.3173,1
4,13,14,0.3,0.21,0.0,,0
4,13,15,0.33,0.25,0.0,,0
4,13,16,0.34,0.25,0.0,,0
4,13,17,0.34,0.25,9.74,,0
4,13,18,0.41,0.36,11.27,0.2012,1
4,13,19,0.36,0.33,14.74,,1
4,13,20,0.37,0.35,5.61,,0
4,13,21,0.42,0.39,22.42,,0
4,13,22,0.17,0.15,16.89,0.8828,1
4,13,23,0.2,0.19,20.8,,0
4,14,0,0.17,0.15,0.0,0.7107,1
4,14,1,0.22,0.19,11.35,,0
4,14,2,0.22,0.21,0.0,,0
4,14,3,0.21,0.18,5.94,,0
4,14,4,0.18,0.17,0.0,0.1641,1
4,14,5,0.24,0.22,0.0,,0
4,14,6,0.21,0.19,20.22,0.4864,1
4,14,7,0.4,0.36,6.49,,0
4,14,8,0.45,0.33,22.59,,0
4,14,9,0.4,0.3,0.0,,0
4,14,10,0.31,0.22,0.0,0.3961,1
4,14,11,0.25,0.18,10.14,,0
4,14,12,0.32,0.25,0.0,0.8886,1
4,14,13,0.31,0.22,0.0,,0
4,14,14,0.32,0.26,4.03,0.8344,1
4,14,15,0.34,0.28,0.0,,0
4,14,16,0.29,0.21,0.0,,0
4,14,17,0.27,0.2,21.9,,0
4,14,18,0.42,0.4,6.69,,0
4,14,19,0.38,0.34,12.1,,0
4,14,20,0.45,0.42,19.95,0.3205,1
4,14,21,0.47,0.43,6.17,,0
4,14,22,0.25,0.23,0.0,,0
4,14,23,0.24,0.22,18.46,0.3191,1
4,15,0,0.2,0.18,15.6,,0
4,15,1,0.2,0.18,22.82,0.383,1
4,15,2,0.16,0.14,29.9,,1
4,15,3,0.2,0.18,21.66,,0
4,15,4,0.23,0.21,29.33,0.2136,1
4,15,5,0.19,0.18,20.18,,1
4,15,6,0.16,0.15,9.81,,1
4,15,7,0.4,0.34,18.65,,1
4,15,8,0.43,0.33,20.17,,0
4,15,9,0.44,0.33,27.55,0.451,1
4,15,10,0.32,0.25,29.08,,0
4,15,11,0.31,0.25,28.5,,0
4,15,12,0.32,0.23,23.36,,0
4,15,13,0.32,0.24,15.39,,0
4,15,14,0.33,0.28,23.21,,0
4,15,15,0.27,0.2,20.95,,0
4,15,16,0.31,0.24,19.49,,0
4,15,17,0.28,0.24,27.52,0.5401,1
4,15,18,0.42,0.4,29.55,,1
4,15,19,0.49,0.45,24.59,,1
4,15,20,0.36,0.31,20.32,,0
4,15,21,0.47,0.42,23.9,,0
4,15,22,0.18,0.15,21.55,0.6011,1
4,15,23,0.15,0.13,25.2,,1
4,16,0,0.25,0.22,0.0,,0
4,16,1,0.21,0.19,0.0,,0
4,16,2,0.24,0.22,0.0,0.3996,1
4,16,3,0.19,0.17,0.0,,0
4,16,4,0.19,0.18,0.0,,0
4,16,5,0.18,0.16,3.32,0.8717,1
4,16,6,0.2,0.18,17.87,,1
4,16,7,0.38,0.33,16.96,,0
4,16,8,0.37,0.27,10.0,,0
4,16,9,0.46,0.33,0.0,,0
4,16,10,0.3,0.24,0.0,0.1966,1
4,16,11,0.3,0.25,0.0,,0
4,16,12,0.25,0.18,9.29,,0
4,16,13,0.33,0.23,0.0,,0
4,16,14,0.29,0.23,4.39,,0
4,16,15,0.29,0.21,0.0,,0
4,16,16,0.33,0.25,0.0,,0
4,16,17,0.29,0.23,7.51,,0
4,16,18,0.36,0.32,21.82,0.8834,1
4,16,19,0.45,0.43,19.83,,1
4,16,20,0.39,0.35,19.57,,1
4,16,21,0.45,0.39,16.39,,1
4,16,22,0.21,0.19,16.87,,1
4,16,23,0.23,0.21,10.44,,1
4,17,0,0.22,0.21,0.0,,1
4,17,1,0.22,0.19,3.5,,0
4,17,2,0.17,0.16,0.0,0.331,1
4,17,3,0.19,0.17,0.0,,1
4,17,4,0.23,0.21,0.0,,1
4,17,5,0.17,0.15,0.0,,1
4,17,6,0.21,0.19,13.41,,1
4,17,7,0.43,0.38,9.42,,0
4,17,8,0.46,0.36,12.07,,0
4,17,9,0.46,0.39,0.0,,0
4,17,10,0.32,0.27,0.0,,0
4,17,11,0.33,0.27,4.04,,0
4,17,12,0.26,0.21,0.0,,0
4,17,13,0.35,0.29,0.0,,0
4,17,14,0.27,0.19,0.0,,0
4,17,15,0.27,0.2,0.0,0.6906,1
4,17,16,0.3,0.24,0.0,,1
4,17,17,0.3,0.23,11.47,,0
4,17,18,0.48,0.45,10.29,0.8581,1
4,17,19,0.37,0.33,24.02,,0
4,17,20,0.47,0.42,23.35,0.4704,1
4,17,21,0.45,0.38,21.87,,1
4,17,22,0.2,0.17,7.38,,1
4,17,23,0.15,0.13,8.66,,1
4,18,0,0.25,0.23,11.64,,1
4,18,1,0.22,0.2,0.0,,1
4,18,2,0.22,0.21,0.0,,1
4,18,3,0.16,0.14,0.0,,1
4,18,4,0.17,0.16,0.0,,1
4,18,5,0.21,0.18,0.0,,0
4,18,6,0.23,0.2,7.02,,0
4,18,7,0.44,0.41,8.34,0.4477,1
4,18,8,0.46,0.37,7.17,,0
4,18,9,0.45,0.35,0.0,0.8297,1
4,18,10,0.35,0.25,0.0,,0
4,18,11,0.28,0.22,0.0,0.729,1
4,18,12,0.27,0.22,0.0,,1
4,18,13,0.34,0.27,0.0,,0
4,18,14,0.25,0.18,0.0,,0
4,18,15,0.32,0.26,6.85,,0
4,18,16,0.26,0.2,0.0,,0
4,18,17,0.32,0.23,0.0,,0
4,18,18,0.48,0.45,11.46,0.5907,1
4,18,19,0.44,0.41,19.82,,0
4,18,20,0.42,0.37,0.0,0.2598,1
4,18,21,0.4,0.38,13.77,,1
4,18,22,0.18,0.17,24.91,,1
4,18,23,0.17,0.14,24.44,,1
4,19,0,0.16,0.15,0.0,,1
4,19,1,0.2,0.18,0.0,,0
4,19,2,0.24,0.22,0.0,,0
4,19,3,0.15,0.14,0.0,0.4631,1
4,19,4,0.19,0.17,0.0,,0
4,19,5,0.19,0.17,0.0,0.5746,1
4,19,6,0.22,0.2,6.25,,0
4,19,7,0.41,0.37,22.91,,0
4,19,8,0.4,0.33,11.3,0.4048,1
4,19,9,0.46,0.37,0.0,,0
4,19,10,0.29,0.21,0.0,,0
4,19,11,0.3,0.23,0.0,,0
4,19,12,0.33,0.26,0.0,0.6486,1
4,19,13,0.25,0.19,0.0,,0
4,19,14,0.27,0.21,11.33,,0
4,19,15,0.34,0.28,0.0,,0
4,19,16,0.32,0.26,0.0,,0
4,19,17,0.34,0.25,18.86,,0
4,19,18,0.37,0.35,0.0,0.4038,1
4,19,19,0.47,0.42,23.04,,1
4,19,20,0.49,0.42,8.8,,0
4,19,21,0.35,0.31,0.0,,0
4,19,22,0.2,0.18,7.26,0.5803,1
4,19,23,0.22,0.2,0.0,,1
4,20,0,0.18,0.16,0.0,,1
4,20,1,0.18,0.17,0.0,,0
4,20,2,0.17,0.15,0.0,0.5857,1
4,20,3,0.22,0.2,0.0,,0
4,20,4,0.2,0.19,0.0,,0
4,20,5,0.24,0.23,0.0,0.1869,1
4,20,6,0.23,0.2,6.07,,0
4,20,7,0.43,0.38,23.58,,0
4,20,8,0.45,0.32,14.24,,0
4,20,9,0.45,0.36,0.0,,0
4,20,10,0.25,0.21,2.88,,0
4,20,11,0.29,0.21,0.0,,0
4,20,12,0.27,0.22,0.0,0.3861,1
4,20,13,0.29,0.23,0.0,,1
4,20,14,0.28,0.23,0.0,,0
4,20,15,0.26,0.19,0.0,0.6245,1
4,20,16,0.34,0.28,0.0,,0
4,20,17,0.25,0.19,18.42,,0
4,20,18,0.48,0.42,13.9,0.6016,1
4,20,19,0.4,0.35,15.75,,1
4,20,20,0.46,0.41,10.28,,0
4,20,21,0.48,0.41,8.33,0.6127,1
4,20,22,0.21,0.18,24.66,,0
4,20,23,0.17,0.15,5.71,0.7346,1
4,21,0,0.23,0.22,0.0,,1
4,21,1,0.24,0.22,0.0,,1
4,21,2,0.2,0.17,0.0,,0
4,21,3,0.23,0.2,0.0,,0
4,21,4,0.17,0.15,11.48,0.9134,1
4,21,5,0.23,0.21,5.93,,1
4,21,6,0.24,0.21,9.2,,1
4,21,7,0.47,0.42,20.72,,1
4,21,8,0.45,0.33,18.26,,0
4,21,9,0.44,0.34,0.0,,0
4,21,10,0.3,0.23,0.0,,0
4,21,11,0.33,0.25,0.0,0.2848,1
4,21,12,0.3,0.23,0.0,,0
4,21,13,0.32,0.23,0.0,,0
4,21,14,0.26,0.21,0.0,,0
4,21,15,0.28,0.22,0.0,,0
4,21,16,0.28,0.23,2.87,0.8603,1
4,21,17,0.33,0.26,6.59,,0
4,21,18,0.44,0.42,7.49,0.5902,1
4,21,19,0.36,0.31,22.4,,1
4,21,20,0.45,0.42,19.77,,1
4,21,21,0.48,0.45,15.91,,1
4,21,22,0.21,0.19,19.66,,1
4,21,23,0.17,0.15,8.93,,1
4,22,0,0.24,0.21,0.0,,1
4,22,1,0.17,0.15,0.0,,1
4,22,2,0.22,0.2,0.0,,0
4,22,3,0.19,0.18,0.0,0.5134,1
4,22,4,0.22,0.19,10.73,,1
4,22,5,0.19,0.17,0.0,,1
4,22,6,0.17,0.16,10.76,,0
4,22,7,0.39,0.33,13.69,0.5661,1
4,22,8,0.49,0.4,21.1,,0
4,22,9,0.37,0.27,5.45,,0
4,22,10,0.33,0.27,0.0,,0
4,22,11,0.28,0.22,0.0,,0
4,22,12,0.35,0.28,0.0,0.7601,1
